"Following a request from the International Civil Aviation
Organization (ICAO) to assess the consequences of greenhouse
gas emissions from aircraft engines, the IPCC at its Twelfth
Session (Mexico City, 11-13 September 1996) decided to produce
this Special Report, Aviation and the Global Atmosphere, in
collaboration with the Scientific Assessment Panel to the
Montreal Protocol. The task was initially a joint responsibility
between IPCC Working Groups I and II but, following a
change in the terms of reference of the Working Groups
(Thirteenth Session of the IPCC, Maldives, 22 and 25-28
September 1997), the responsibility was transferred to IPCC
Working Groups I and III, with administrative support remaining
with the Technical Support Units of Working Groups | and IL.
"	Text
"The report considers all the gases and particles emitted by aircraft
into the upper atmosphere and the role that they play in modifying
the chemical properties of the atmosphere and initiating the
formation of condensation trails (contrails) and cirrus clouds.
The report then considers (a) how the radiative properties of
the atmosphere can be modified as a result, possibly leading to
climate change, and (b) how the ozone layer could be modified,
leading to changes in ultraviolet radiation reaching the Earth’s
surface. The report also considers how potential changes in
aircraft technology, air transport operations, and the institutional,
regulatory, and economic framework might affect emissions in
the future. The report does not deal with the effects of engine
emissions on local air quality near the surface.
"	Text
"ICAO for hosting the initial scoping meeting for the
report and the final drafting meeting, and for translating
the Summary for Policymakers into Arabic, Chinese,
French, Russian, and Spanish (ICAO also provided
technical inputs requested)

The government of Trinidad and Tobago for hosting the
first drafting meeting

The International Air Transport Association (LATA) for
hosting the second drafting meeting

The government of Costa Rica for hosting the Joint
Session of IPCC Working Groups I and III (San José,
12-14 April 1999), where the Summary for Policymakers
was approved line by line and the underlying assessment
accepted.
"	List
"Although it is less than 100 years since the first powered flight,
the aviation industry has undergone rapid growth and has
become an integral and vital part of modern society. In the
absence of policy intervention, the growth is likely to continue.
It is therefore highly relevant to consider the current and
possible future effects of aircraft engine emissions on the
atmosphere. A unique aspect of this report is the integral
involvement of technical experts from the aviation industry,
including airlines, and airframe and engine manufacturers,
alongside atmospheric scientists. This involvement has been
critical in producing what we believe is the most comprehensive
assessment available to date of the effects of aviation on the
global atmosphere. Although this Special Report is the first
IPCC report to consider a particular industrial subsector, other
sectors equally deserve study.
"	Text
"Chantal Ettori, provided logistical support for all government
liaison and travel of experts from the developing and transi-
tional economy countries.
"	Text
"SUMMARY FOR POLICYMAKERS
"	Title
"AVIATION AND THE GLOBAL ATMOSPHERE
"	Title
"A Special Report of Working Groups I and IIT
of the Intergovernmental Panel on Climate Change
"	Title
"David H. Lister, Joyce E. Penner, David J. Griggs, John T. Houghton, Daniel L. Albritton, John Begin, Gerard Bekebrede,
John Crayston, Ogunlade Davidson, Richard G. Derwent, David J. Dokken, Julie Ellis, David W. Fahey, John E. Frederick,
Randall Friedl, Neil Harris, Stephen C. Henderson, John F: Hennigan, Ivar Isaksen, Charles H. Jackman, Jerry Lewis,
Mack McFarland, Bert Metz, John Montgomery, Richard W. Niedzwiecki, Michael Prather, Keith R. Ryan, Nelson Sabogal,
Robert Sausen, Ulrich Schumann, Hugh J. Somerville, N. Sundararaman, Ding Yihui, Upali K. Wickrama, Howard L. Wesoky
"	Text
"The principal emissions of aircraft include the greenhouse
gases carbon dioxide and water vapour (H,O). Other major
emissions are nitric oxide (NO) and nitrogen dioxide (NO,)
(which together are termed NO,), sulfur oxides (SO,), and soot.
The total amount of aviation fuel burned, as well as the total
emissions of carbon dioxide, NO,, and water vapour by air-
craft, are well known relative to other parameters important to
this assessment.
"	Text
"Aircraft emit gases and particles directly into the upper
troposphere and lower stratosphere where they have an impact
on atmospheric composition. These gases and particles alter
the concentration of atmospheric greenhouse gases, including
carbon dioxide (CO}), ozone (O3), and methane (CH,); trigger
formation of condensation trails (contrails); and may increase
cirrus cloudiness—all of which contribute to climate change
(see Box on page 4).
"	Text
"The global mean climate change is reasonably well represented
by the global average radiative forcing, for example, when
evaluating the contributions of aviation to the rise in globally
averaged temperature or sea level. However, because some of
aviation’s key contributions to radiative forcing are located
mainly in the northern mid-latitudes, the regional climate
response may differ from that derived from a global mean
radiative forcing. The impact of aircraft on regional climate
could be important, but has not been assessed in this report.
"	Text
"? The revenue passenger-km is a measure of the traffic carried by
commercial aviation: one revenue-paying passenger carried | km.

3 Specific emissions are emissions per unit of traffic carried, for
instance, per revenue passenger-km.

4 Radiative forcing is a measure of the importance of a potential
climate change mechanism. It expresses the perturbation or change
to the energy balance of the Earth-atmosphere system in watts per
square metre (Wm). Positive values of radiative forcing imply a
net warming, while negative values imply cooling.

 
"	List
"This report assesses the effects of aircraft on climate and
atmospheric ozone and is the first IPCC report for a specifi
industrial subsector. It was prepared by IPCC in collaboration
with the Scientific Assessment Panel to the Montreal Protocol
on Substances that Deplete the Ozone Layer, in response to a
request by the International Civil Aviation Organization
(ICAO)! because of the potential impact of aviation emissions.
These are the predominant anthropogenic emissions deposited
directly into the upper troposphere and lower stratosphere.

 
"	Text
"The effects of current aviation and of a range of unconstrained
growth projections for aviation (which include passenger,
freight, and military) are examined in this report, including the
possible effects of a fleet of second generation, commercial
supersonic aircraft. The report also describes current aircraft
technology, operating procedures, and options for mitigating
aviation’s future impact on the global atmosphere. The
report does not consider the local environmental effects of air-
craft engine emissions or any of the indirect environmental
effects of aviation operations such as energy usage by ground
transportation at airports.
"	Text
"Aviation has experienced rapid expansion as the world economy
has grown. Passenger traffic (expressed as revenue passenger-
kilometres?) has grown since 1960 at nearly 9% per year, 2.4
times the average Gross Domestic Product (GDP) growth rate.
Freight traffic, approximately 80% of which is carried by
passenger airplanes, has also grown over the same time period.
The rate of growth of passenger traffic has slowed to about 5%
in 1997 as the industry is maturing. Total aviation emissions
have increased, because increased demand for air transport has
outpaced the reductions in specific emissions} from the continuing
improvements in technology and operational procedures.
Passenger traffic, assuming unconstrained demand, is projected to
grow at rates in excess of GDP for the period assessed in this report.
"	Text
"Ozone is a greenhouse gas. It also shields the surface of the
Earth from harmful ultraviolet (UV) radiation, and is a com-
mon air pollutant. Aircraft-emitted NO, participates in ozone
chemistry. Subsonic aircraft fly in the upper troposphere and
lower stratosphere (at altitudes of about 9 to 13 km), whereas
supersonic aircraft cruise several kilometres higher (at about 17
to 20 km) in the stratosphere. Ozone in the upper troposphere
and lower stratosphere is expected to increase in response to
NO, increases and methane is expected to decrease. At higher
altitudes, increases in NO, lead to decreases in the stratospheric
ozone layer. Ozone precursor (NO,) residence times in these
regions increase with altitude, and hence perturbations to
ozone by aircraft depend on the altitude of NO, injection and
vary from regional in scale in the troposphere to global in scale
in the stratosphere.
"	Text
"The climate impacts of the gases and particles emitted and
formed as a result of aviation are more difficult to quantify than
the emissions; however, they can be compared to each other
and to climate effects from other sectors by using the concept
of radiative forcing.4 Because carbon dioxide has a long
atmospheric residence time (~100 years) and so becomes well
mixed throughout the atmosphere, the effects of its emissions
from aircraft are indistinguishable from the same quantity of
carbon dioxide emitted by any other source. The other gases
(e.g., NO,, SO,, water vapour) and particles have shorter
atmospheric residence times and remain concentrated near
flight routes, mainly in the northern mid-latitudes. These
emissions can lead to radiative forcing that is regionally located
near the flight routes for some components (e.g., ozone and
contrails) in contrast to emissions that are globally mixed (e.g.,
carbon dioxide and methane).
"	Text
"How are Aviation Emissions
Projected to Grow in the Future?
"	List
"Water vapour, SO, (which forms sulfate particles), and soot5
play both direct and indirect roles in climate change and ozone
chemistry.
"	Text
"Some of the main conclusions of the Summary for Policymakers of Working Group I of the IPCC Second Assessment
Report, published in 1995, which concerns the effects of all anthropogenic emissions on climate change, follow:
"	Text
"uncertain so a range of future unconstrained emission scenarios
is examined in this report (see Table | and Figure 1). All of
these scenarios assume that technological improvements leading
to reduced emissions per revenue passenger-km will continue
in the future and that optimal use of airspace availability (i.e.,
"	Text
"aerosols. Aerosols are microscopic particles suspended in air.

6 The historical breakdown of aviation fuel burn for civil (passenger
plus cargo) and military aviation was 64 and 36%, respectively, in
1976, and 82 and 18%, respectively, in 1992. These are projected
to change to 93 and 7%, respectively, in 2015, and to 97 and 3%,
respectively, in 2050.
"	List
"Global passenger air travel, as measured in revenue passenger-
km, is projected to grow by about 5% per year between 1990
and 2015, whereas total aviation fuel use—including passenger,
freight, and military’—is projected to increase by 3% per year,
over the same period, the difference being due largely to
improved aircraft efficiency. Projections beyond this time are more
"	Text
"Increases in greenhouse gas concentrations since pre-industrial times (i.e., since about 1750) have led to a positive
radiative forcing of climate, tending to warm the surface of the Earth and produce other changes of climate.

The atmospheric concentrations of the greenhouse gases carbon dioxide, methane, and nitrous oxide (N,O),
among others, have grown significantly: by about 30, 145, and 15%, respectively (values for 1992). These trends
can be attributed largely to human activities, mostly fossil fuel use, land-use change, and agriculture.

Many greenhouse gases remain in the atmosphere for a long time (for carbon dioxide and nitrous oxide, many
decades to centuries). As a result of this, if carbon dioxide emissions were maintained at near current (1994)
levels, they would lead to a nearly constant rate of increase in atmospheric concentrations for at least two centuries,
reaching about 500 ppmvy (approximately twice the pre-industrial concentration of 280 ppmv) by the end of the
21st century.

Tropospheric aerosols resulting from combustion of fossil fuels, biomass burning, and other sources have led to a
negative radiative forcing, which, while focused in particular regions and subcontinental areas, can have continental
to hemispheric effects on climate patterns. In contrast to the long-lived greenhouse gases, anthropogenic aerosols
are very short-lived in the atmosphere; hence, their radiative forcing adjusts rapidly to increases or decreases in
emissions.

Our ability from the observed climate record to quantify the human influence on global climate is currently limited
because the expected signal is still emerging from the noise of natural variability, and because there are uncertainties
in key factors. These include the magnitude and patterns of long-term natural variability and the time-evolving
pattern of forcing by, and response to, changes in concentrations of greenhouse gases and aerosols, and land-surface
changes. Nevertheless, the balance of evidence suggests that there is a discernible human influence on global climate.
The IPCC has developed a range of scenarios, IS92a-f, for future greenhouse gas and aerosol precursor emissions
based on assumptions concerning population and economic growth, land use, technological changes, energy
availability, and fuel mix during the period 1990 to 2100. Through understanding of the global carbon cycle and
of atmospheric chemistry, these emissions can be used to project atmospheric concentrations of greenhouse gases
and aerosols and the perturbation of natural radiative forcing. Climate models can then be used to develop projections
of future climate.

Estimates of the rise in global average surface air temperature by 2100 relative to 1990 for the IS92 scenarios
range from | to 3.5°C. In all cases the average rate of warming would probably be greater than any seen in the
last 10 000 years. Regional temperature changes could differ substantially from the global mean and the actual
annual to decadal changes would include considerable natural variability. A general warming is expected to lead
to an increase in the occurrence of extremely hot days and a decrease in the occurrence of extremely cold days.
Average sea level is expected to rise as a result of thermal expansion of the oceans and melting of glaciers and
ice-sheets. Estimates of the sea level rise by 2100 relative to 1990 for the IS92 scenarios range from 15 to 95 cm.
Warmer temperatures will lead to a more vigorous hydrological cycle; this translates into prospects for more
severe droughts and/or floods in some places and less severe droughts and/or floods in other places. Several models

tadiratea an inrreanca in nrarinitatian intencitty cuacactina a nncocoihilityy far mare avtrama rainfall avante
"	List
"'Traffic measured in terms of revenue passenger-km.
2All aviation (passenger, freight, and military).
"	Text
"Table 1: Summary of future global aircraft scenarios used in this report.
"	Text
"IPCC (1992)? developed a range of scenarios, 1S92a-f, of
future greenhouse gas and aerosol precursor emissions based
on assumptions concerning population and economic growth,
"	Text
"land use, technological changes, energy availability, and fuel
mix during the period 1990 to 2100. Scenario IS92a is a mid-
range emissions scenario. Scenarios of future emissions are not
predictions of the future. They are inherently uncertain because
they are based on different assumptions about the future, and
"	Text
"ideal air traffic management) is achieved by 2050. If these
improvements do not materialize then fuel use and emissions
will be higher. It is further assumed that the number of aircraft
as well as the number of airports and associated infrastructure
will continue to grow and not limit the growth in demand for
air travel. If the infrastructure was not available, the growth of
traffic reflected in these scenarios would not materialize.
"	Text
"Avg. traffic Avg.annual Avg. annual Avg. annual
growth growth rate economic _ population Ratio of Ratio of

Scenario peryear of fuel burn growth growth traffic fuel burn
name _—_ (1990-2050)! (1990-2050) rate rate (2050/1990) (2050/1990) Notes
Fal 3.1% 1.7% 2.9% 1.4% 6.4 2.7 Reference scenario developed by
1990-2025 1990-2025 ICAO Forecasting and Economic
2.3% 0.7% Support Group (FESG); mid-
1990-2100 1990-2100 range economic growth from
IPCC (1992); technology for both
improved fuel efficiency and NO,
reduction
FalH 3.1% 2.0% 2.9% 1.4% 6.4 3.3 Fal traffic and technology
1990-2025 1990-2025 scenario with a fleet of supersonic
2.3% 0.7% aircraft replacing some of the
1990-2100 1990-2100 subsonic fleet
Fa2 3.1% 1.7% 2.9% 1.4% 6.4 2.7 Fal traffic scenario; technology
1990-2025 1990-2025 with greater emphasis on NO,
2.3% 0.7% reduction, but slightly smaller
1990-2100 1990-2100 fuel efficiency improvement
Fel 2.2% 0.8% 2.0% 1.1% 3.6 1.6 FESG low-growth scenario;
1990-2025 1990-2025 technology as for Fal scenario
1.2% 0.2%
1990-2100 1990-2100
Fel 3.9% 2.5% 3.5% 1.4% 10.1 44 FESG high-growth scenario;
1990-2025 1990-2025 technology as for Fal scenario
3.0% 0.7%
1990-2100 1990-2100
Eab 4.0% 3.2% 10.7 6.6 Traffic-growth scenario based on

1S92a developed by Environmental
Defense Fund (EDF); technology
for very low NO, assumed

Edh 4.7% 3.8% 15.5 9.4 High traffic-growth EDF scenario;
technology for very low NO,
assumed

 
"	Table
"What are the Current and Future Impacts
of Subsonic Aviation on Radiative Forcing
and UV Radiation?
"	List
"The summary of radiative effects resulting from aircraft engine
emissions is given in Figures 2 and 3. As shown in Figure 2, the
uncertainty associated with several of these effects is large.
"	Text
"by 2050 to 0.40 Gt C/year, or 3% of the projected total anthro-
pogenic carbon dioxide emissions relative to the mid-range
IPCC emission scenario (IS92a). For the range of scenarios,
the range of increase in carbon dioxide emissions to 2050
would be 1.6 to 10 times the value in 1992.
"	Text
"Emissions of carbon dioxide by aircraft were 0.14 Gt C/year in
1992. This is about 2% of total anthropogenic carbon dioxide
emissions in 1992 or about 13% of carbon dioxide emissions
from all transportation sources. The range of scenarios considered
here projects that aircraft emissions of carbon dioxide will
continue to grow and by 2050 will be 0.23 to 1.45 Gt C/year.
For the reference scenario (Fal) this emission increases 3-fold
"	Text
"In addition to increasing tropospheric ozone concentrations,
aircraft NO, emissions are expected to decrease the concentration
of methane, which is also a greenhouse gas. These reductions
in methane tend to cool the surface of the Earth. The methane
concentration in 1992 is estimated here to be about 2% less
than that in an atmosphere without aircraft. This aircraft-
induced reduction of methane concentration is much smaller
than the observed overall 2.5-fold increase since pre-industrial
"	Text
"The NO,, emissions from subsonic aircraft in 1992 are estimated
to have increased ozone concentrations at cruise altitudes in
northern mid-latitudes by up to 6%, compared to an atmosphere
without aircraft emissions. This ozone increase is projected to
rise to about 13% by 2050 in the reference scenario (Fal). The
impact on ozone concentrations in other regions of the world is
substantially less. These increases will, on average, tend to
warm the surface of the Earth.
"	Text
"Figure 1: Total aviation carbon dioxide emissions resulting
from six different scenarios for aircraft fuel use. Emissions
are given in Gt C [or billion (10%) tonnes of carbon] per year.
To convert Gt C to Gt CO, multiply by 3.67. The scale on the
righthand axis represents the percentage growth from 1990 to
2050. Aircraft emissions of carbon dioxide represent 2.4% of
total fossil fuel emissions of carbon dioxide in 1992 or 2% of
total anthropogenic carbon dioxide emissions. (Note: Fa2 has
not been drawn because the difference from scenario Fal
would not be discernible on the figure.)
"	Text
"Concentrations of and radiative forcing from carbon dioxide
today are those resulting from emissions during the last 100 years
or so. The carbon dioxide concentration attributable to aviation in
the 1992 atmosphere is | ppmy, a little more than 1% of the total
anthropogenic increase. This percentage is lower than the
percentage for emissions (2%) because the emissions occurred
only in the last 50 years. For the range of scenarios in Figure 1,
the accumulation of atmospheric carbon dioxide due to aircraft
over the next 50 years is projected to increase to 5 to 13 ppmv.
For the reference scenario (Fal) this is 4% of that from all human
activities assuming the mid-range IPCC scenario (IS92a).
"	Text
"Increase since 1990 (%)

escescoesces
Ssesesesesss
S2ReSHFAAAC

900

 

eta ee es
ao oss

So
(1-44 9 49) Suorsstung “OD

 

2
eS

2010 2020 2030 2040 2050
Year

2000

1990
"	Figure
"the longer the time horizon the more uncertain these scenarios
become. The aircraft emissions scenarios developed here used
the economic growth and population assumptions found in the
IS92 scenario range (see Table | and Figure 1). In the following
sections, scenario Fal is utilized to illustrate the possible
effects of aircraft and is called the reference scenario. Its
assumptions are linked to those of IS92a. The other aircraft
emissions scenarios were built from a range of economic and
population projections from IS92a-e. These scenarios represent
a range of plausible growth for aviation and provide a basis for
sensitivity analysis for climate modeling. However, the high
growth scenario Edh is believed to be less plausible and the low
growth scenario Fc1 is likely to be exceeded given the present
state of the industry and planned developments.
"	Text
"Aircraft emissions of NO, are more effective at producing
ozone in the upper troposphere than an equivalent amount of
emission at the surface. Also increases in ozone in the upper
troposphere are more effective at increasing radiative forcing
than increases at lower altitudes. Due to these increases the
calculated total ozone column in northern mid-latitudes is
projected to grow by approximately 0.4 and 1.2% in 1992 and
2050, respectively. However, aircraft sulfur and water emissions
in the stratosphere tend to deplete ozone, partially offsetting
the NO,-induced ozone increases. The degree to which this
occurs is, as yet, not quantified. Therefore, the impact of
subsonic aircraft emissions on stratospheric ozone requires
further evaluation. The largest increases in ozone concentration
due to aircraft emissions are calculated to occur near the
tropopause where natural variability is high. Such changes are
not apparent from observations at this time.
"	Text
"Most subsonic aircraft water vapour emissions are released in
the troposphere where they are rapidly removed by precipitation
"	Text
"times. Uncertainties in the sources and sinks of methane
preclude testing the impact of aviation on methane concentrations
with atmospheric observations. In the reference scenario (Fal)
methane would be about 5% less than that calculated for a
2050 atmosphere without aircraft.
"	Text
"within 1 to 2 weeks. A smaller fraction of water vapour emis-
sions is released in the lower stratosphere where it can build up
to larger concentrations. Because water vapor is a greenhouse
gas, these increases tend to warm the Earth’s surface, though
for subsonic aircraft this effect is smaller than those of other
aircraft emissions such as carbon dioxide and NO,.
"	Text
"Changes in tropospheric ozone are mainly in the Northern
Hemisphere, while those of methane are global in extent so
that, even though the global average radiative forcings are of
similar magnitude and opposite in sign, the latitudinal structure
of the forcing is different so that the net regional radiative
effects do not cancel.
"	Text
"In 1992, aircraft line-shaped contrails are estimated to cover
about 0.1% of the Earth’s surface on an annually averaged
basis with larger regional values. Contrails tend to warm the
Earth’s surface, similar to thin high clouds. The contrail cover
is projected to grow to 0.5% by 2050 in the reference scenario
(Fal), at a rate which is faster than the rate of growth in aviation
fuel consumption. This faster growth in contrail cover is
expected because air traffic will increase mainly in the upper
troposphere where contrails form preferentially, and may also
occur as a result of improvements in aircraft fuel efficiency.
Contrails are triggered from the water vapour emitted by air-
craft and their optical properties depend on the particles emit-
ted or formed in the aircraft plume and on the ambient atmos-
pheric conditions. The radiative effect of contrails depends on
their optical properties and global cover, both of which are
uncertain. Contrails have been observed as line-shaped clouds
"	Text
"Figure 2: Estimates of the globally and annually averaged
radiative forcing (Wm) (see Footnote 4) from subsonic
aircraft emissions in 1992 (2a) and in 2050 for scenario Fal
(2b). The scale in Figure 2b is greater than the scale in 2a by
about a factor of 4. The bars indicate the best estimate of
forcing while the line associated with each bar is a two-thirds
uncertainty range developed using the best knowledge and
tools available at the present time. (The two-thirds uncertainty
range means that there is a 67% probability that the true
value falls within this range.) The available information on
cirrus clouds is insufficient to determine either a best estimate
or an uncertainty range; the dashed line indicates a range of
possible best estimates. The estimate for total forcing does
not include the effect of changes in cirrus cloudiness. The
uncertainty estimate for the total radiative forcing (without
additional cirrus) is calculated as the square root of the sums
of the squares of the upper and lower ranges for the individual
components. The evaluations below the graph (“good,”
“fair,” “poor,” “very poor”) are a relative appraisal associated
with each component and indicate the level of scientific
understanding. It is based on the amount of evidence available
to support the best estimate and its uncertainty, the degree of
consensus in the scientific literature, and the scope of the
analysis. This evaluation is separate from the evaluation of
uncertainty range represented by the lines associated with
each bar. This method of presentation is different and more
meaningful than the confidence level presented in similar
graphs from Climate Change 1995: The Science of Climate
Change.
"	Text
"Radiative Forcing (Wm-2)

Radiative Forcing (Wm-?)

Radiative Forcing from Aircraft in 1992
0.10

 

  

a)
0.08
0.06
0.04
0.02
I Direct
Sulfate
0.00
CO, rol Contrails Cirrus T Direct Total
Clouds Soot (without
-0.02 cirrus
clouds)
-0.04
—s—
-0.06 from NO,

 

 

good fair poor poor fair very fair fair
poor

Radiative Forcing from Aircraft in 2050
0.5

0.4

0.2

0.1

Direct
CH. Sulfate
0.0 —— I I
HO Contrails Cirrus Direct Total
Clouds Soot (without
0.1 cirrus

clouds)

-0.2

 

good poor poor poor fair very fair fai
poor

 
"	Figure
"What are the Overall Climate Effects
of Subsonic Aircraft?
"	Title
"by satellites over heavy air traffic areas and covered on average
about 0.5% of the area over Central Europe in 1996 and 1997.
"	Text
"Over the period from 1992 to 2050, the overall radiative
forcing by aircraft (excluding that from changes in cirrus
"	Text
"Globally averaged values of the radiative forcing from different
components in 1992 and in 2050 under the reference scenario
(Fal) are shown in Figure 2. Figure 2 indicates the best
"	Text
"Figure 3: Estimates of the globally and annually averaged
total radiative forcing (without cirrus clouds) associated with
aviation emissions under each of six scenarios for the growth
of aviation over the time period 1990 to 2050. (Fa2 has not
been drawn because the difference from scenario Fal would
not be discernible on the figure.)
"	Text
"estimates of the forcing for each component and the two-thirds
uncertainty range.’ The derivation of these uncertainty ranges
involves expert scientific judgment and may also include objec-
tive statistical models. The uncertainty range in the radiative forc-
ing stated here combines the uncertainty in calculating the
atmospheric change to greenhouse gases and aerosols with that
of calculating radiative forcing. For additional cirrus clouds,
only a range for the best estimate is given; this is not included
in the total radiative forcing.
"	Text
"The total radiative forcing due to aviation (without forcing
from additional cirrus) is likely to lie within the range from
0.01 to 0.1 Wm in 1992, with the largest uncertainties coming
from contrails and methane. Hence the total radiative forcing
may be about two times larger or five times smaller than the
best estimate. For any scenario at 2050, the uncertainty range
of radiative forcing is slightly larger than for 1992, but the
largest variations of projected radiative forcing come from the
range of scenarios.
"	Text
"The state of scientific understanding is evaluated for each
component. This is not the same as the confidence level expressed
in previous IPCC documents. This evaluation is separate from
the uncertainty range and is a relative appraisal of the scientific
understanding for each component. The evaluation is based on
the amount of evidence available to support the best estimate
and its uncertainty, the degree of consensus in the scientific
literature, and the scope of the analysis. The total radiative
forcing under each of the six scenarios for the growth of aviation
is shown in Figure 3 for the period 1990 to 2050.
"	Text
"Extensive cirrus clouds have been observed to develop after
the formation of persistent contrails. Increases in cirrus cloud
cover (beyond those identified as line-shaped contrails) are
found to be positively correlated with aircraft emissions in a
limited number of studies. About 30% of the Earth is covered
with cirrus cloud. On average an increase in cirrus cloud cover
tends to warm the surface of the Earth. An estimate for aircraft-
induced cirrus cover for the late 1990s ranges from 0 to 0.2%
of the surface of the Earth. For the Fal scenario, this may
possibly increase by a factor of 4 (0 to 0.8%) by 2050; however,
the mechanisms associated with increases in cirrus cover are
not well understood and need further investigation.
"	Text
"The aerosol mass concentrations in 1992 resulting from aircraft
are small relative to those caused by surface sources. Although
aerosol accumulation will grow with aviation fuel use, aerosol
mass concentrations from aircraft in 2050 are projected to
remain small compared to surface sources. Increases in soot
tend to warm while increases in sulfate tend to cool the Earth’s
surface. The direct radiative forcing of sulfate and soot aerosols
from aircraft is small compared to those of other aircraft
emissions. Because aerosols influence the formation of clouds,
the accumulation of aerosols from aircraft may play a role in
enhanced cloud formation and change the radiative properties
of clouds.
"	Text
